month,ticker,analysis_date,close,state,weekly_state,trend,divergence,trinity_signal,confidence,trinity_buy,quant_gt_return,quant_gt_profit,verdict,action_summary,key_risk,error
2020-06,DXCM,2020-06-01,94.675,中性偏弱,强,bullish,none,buy,low,YES,6.91,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $79.20 附近黄金棒确认再入场；风险收益比极差 0.22（至,
2020-06,NEM,2020-06-01,50.6774,中性偏弱,强,bullish,top,hold,medium,no,4.78,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.43（至近端压力 $56.89 仅 6.21 点，止损距离 14.51,
2020-06,TWLO,2020-06-01,199.0,中性偏弱,强,bullish,none,hold,medium,no,11.41,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.12（至近端压力 $208.62 仅 9.62 点，止损距离 78.2,
2020-07,W,2020-07-01,219.19,中性偏弱,强,bullish,none,hold,medium,no,38.67,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.20（至近端压力 $230.15 仅 10.96 点，止损距离 53.,
2020-07,ZM,2020-07-01,259.13,中性偏弱,强,bullish,none,hold,medium,no,2.18,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.10（至近端压力 $272.09 仅 12.96 点，止损距离 128,
2020-07,TWLO,2020-07-01,227.77,中性偏弱,强,bullish,none,hold,medium,no,29.36,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.25（至近端压力 $239.16 仅 11.39 点，止损距离 45.,
2020-07,DXCM,2020-07-01,100.0525,中性偏弱,强,bullish,none,buy,low,YES,7.75,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $93.42 附近黄金棒确认再入场；风险收益比 0.32（近端压,
2020-07,CVNA,2020-07-01,25.076,中性偏弱,强,bullish,top,hold,medium,no,31.08,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.14（至近端压力 $25.52 仅 0.45 点，止损距离 3.30 ,
2020-08,W,2020-08-03,287.28,强,强,bullish,none,buy,medium,YES,9.27,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $201.76 附近,
2020-08,TWLO,2020-08-03,286.33,强,强,bullish,none,buy,medium,YES,-2.77,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $220.62 附近黄金棒确认再入场；风险收益比极差 0.20（,
2020-08,CVNA,2020-08-03,31.898,强,强,bullish,none,buy,medium,YES,37.23,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $24.56 附近黄,
2020-08,TSLA,2020-08-03,99.0,中性偏弱,强,bullish,none,buy,low,YES,73.25,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $76.32 附近黄金棒确认再入场；风险收益比极差 0.20（至,
2020-08,ZM,2020-08-03,268.0,中性偏弱,强,bullish,none,hold,medium,no,71.13,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.10（至近端压力 $281.40 仅 13.40 点，止损距离 136,
2020-09,W,2020-09-01,306.83,中性偏弱,强,bullish,none,hold,medium,no,-0.5,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.10（至近端压力 $322.17 仅 15.34 点，止损距离 157,
2020-09,TSLA,2020-09-01,158.35,强,强,bullish,none,buy,medium,YES,-12.22,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $100.94 附近黄金棒确认再入场；风险收益比极差 0.11（,
2020-09,CVNA,2020-09-01,45.438,强,强,bullish,none,buy,medium,YES,5.66,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $32.02 附近黄,
2020-09,TWLO,2020-09-01,273.24,强,强,bullish,none,buy,medium,YES,-8.9,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $243.94 附近黄金棒确认再入场；风险收益比 0.32（近端,
2020-09,TTD,2020-09-01,50.139,强,强,bullish,none,buy,medium,YES,8.9,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $44.53 附近黄,
2020-10,TSLA,2020-10-01,149.3867,中性偏弱,强,bullish,none,buy,low,YES,-10.61,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $123.19 附近黄金棒确认再入场；风险收益比极差 0.02（,
2020-10,CVNA,2020-10-01,47.62,强,强,bullish,none,buy,medium,YES,-17.64,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $37.27 附近黄金棒确认再入场；风险收益比极差 0.15（至,
2020-10,ZM,2020-10-01,482.99,中性偏弱,强,bullish,none,hold,medium,no,-3.08,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.08（至近端压力 $507.14 仅 24.15 点，止损距离 310,
2020-10,W,2020-10-01,317.38,强,中性偏弱,bullish,top,buy,medium,YES,-15.92,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $284.12 附近黄金棒确认再入场；风险收益比 0.34（近端,
2020-10,ZG,2020-10-01,107.56,强,强,bullish,none,buy,medium,YES,-13.68,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $81.59 附近黄金棒确认再入场；风险收益比极差 0.18（至,
2020-11,ZM,2020-11-02,453.0,中性偏弱,强,bullish,none,hold,medium,no,-5.96,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.02（至近端压力 $457.69 仅 4.69 点，止损距离 240.,
2020-11,TSLA,2020-11-02,133.5033,极弱,中性偏弱,mixed,none,hold,low,no,51.68,YES,FN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$148.88）在当前价$133.50上方11.5%，价格已跌穿黄金棒信号区，多头,
2020-11,PINS,2020-11-02,58.38,强,强,bullish,none,buy,medium,YES,20.19,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $41.33 附近黄金棒确认再入场；风险收益比极差 0.12（至,
2020-11,ZG,2020-11-02,89.79,极弱,中性偏弱,mixed,none,hold,low,no,23.91,YES,FN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.35（至近端压力 $110.26 仅 20.47 点，止损距离 58.,
2020-11,Z,2020-11-02,89.16,弱,中性偏弱,mixed,none,hold,medium,no,22.51,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.36（至近端压力 $110.11 仅 20.95 点，止损距离 57.,
2020-12,PINS,2020-12-01,68.21,中性偏弱,强,bullish,none,hold,medium,no,-6.92,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.08（至近端压力 $71.62 仅 3.41 点，止损距离 45.12,
2020-12,SNAP,2020-12-01,44.5,中性偏弱,强,bullish,none,buy,low,YES,12.34,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $34.42 附近黄金棒确认再入场；风险收益比极差 0.12（至,
2020-12,ZM,2020-12-01,406.31,中性偏强,中性偏弱,mixed,none,hold,medium,no,-21.7,no,TN,时空状态=中性偏强 趋势排列=mixed,无Claude分析，仅供参考,
2020-12,TTD,2020-12-01,89.013,强,强,bullish,top,buy,medium,YES,-10.85,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $63.56 附近黄,
2020-12,ROKU,2020-12-01,285.71,强,强,bullish,top,buy,medium,YES,17.03,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $219.94 附近黄金棒确认再入场；风险收益比极差 0.16（,
2021-01,SNAP,2021-01-04,49.59,中性偏弱,强,bullish,none,buy,low,YES,7.06,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $44.34 附近黄,
2021-01,PINS,2021-01-04,68.07,中性偏弱,强,bullish,none,hold,medium,no,5.47,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.08（至近端压力 $71.47 仅 3.40 点，止损距离 44.98,
2021-01,MSTR,2021-01-04,42.522,强,强,bullish,none,buy,medium,YES,49.0,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $25.08 附近黄,
2021-01,TTD,2021-01-04,77.343,极弱,强,mixed,none,buy,low,YES,-2.02,no,FP,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $78.34 附近黄金棒确认再入场；风险收益比极差 0.07（至,
2021-01,ROKU,2021-01-04,317.9,中性偏弱,强,bullish,none,buy,low,YES,16.28,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $271.70 附近黄金棒确认再入场；风险收益比 0.35（近端,
2021-02,ARWR,2021-02-01,79.76,中性偏弱,强,bullish,none,buy,low,YES,3.99,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $74.55 附近黄金棒确认再入场；风险收益比 0.60（近端压,
2021-02,QQQ,2021-02-01,312.1483,中性偏弱,强,bullish,none,buy,low,YES,0.36,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.01（至压力 $312.7,
2021-02,SPY,2021-02-01,349.3453,中性偏弱,强,bullish,none,buy,low,YES,3.18,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.19（至压力 $359.9,
2021-02,GH,2021-02-01,155.41,中性偏弱,强,bullish,none,hold,medium,no,-3.75,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.21（至近端压力 $163.34 仅 7.93 点，止损距离 37.4,
2021-02,PODD,2021-02-01,263.75,中性偏弱,强,bullish,none,buy,low,YES,-3.13,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比 0.54（近端压力 $293.05 仅 29.3 点，止损距离 54.3 点）,
2021-03,ARWR,2021-03-01,83.78,中性偏弱,中性偏弱,bullish,top,hold,medium,no,-17.14,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.12（至近端压力 $85.37 仅 1.59 点，止损距离 13.33,
2021-03,GH,2021-03-01,152.14,中性偏弱,强,bullish,none,buy,low,YES,3.02,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $148.06 附近黄金棒确认再入场；黄金棒（$160.15）在,
2021-03,SWKS,2021-03-01,160.9424,中性偏弱,强,bullish,top,hold,medium,no,2.71,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.15（至近端压力 $167.57 仅 6.63 点，止损距离 44.6,
2021-03,CGNX,2021-03-01,82.4436,极弱,中性偏弱,bullish,none,hold,low,no,-0.71,no,TN,时空状态=极弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.31（至近端压力 $90.88 仅 8.44 点，止损距离 27.14,
2021-03,WAT,2021-03-01,277.04,中性偏弱,强,bullish,top,hold,medium,no,3.16,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.20（至近端压力 $291.31 仅 14.27 点，止损距离 70.,
2021-04,MSTR,2021-04-01,70.356,弱,中性偏弱,mixed,none,hold,medium,no,-2.11,no,TN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考,
2021-04,SWKS,2021-04-01,162.0127,强,强,bullish,top,buy,medium,YES,-2.15,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.21（至压力 $167.57 仅 5.6 点，止损距离 27.0 点）,
2021-04,J,2021-04-01,102.8597,强,强,bullish,top,buy,medium,YES,3.84,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.20（至压力 $108.0,
2021-04,WAT,2021-04-01,284.72,强,中性偏弱,bullish,top,buy,medium,YES,6.22,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.21（至压力 $291.31 仅 6.6 点，止损距离 30.9 点）,
2021-04,GH,2021-04-01,156.99,中性偏强,中性偏弱,bullish,top,buy,medium,YES,3.32,YES,TP,时空状态=中性偏强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比 0.45（近端压力 $163.34 仅 6.3 点，止损距离 14.0 点），,
2021-05,J,2021-05-03,107.4427,中性偏弱,强,bullish,top,hold,medium,no,6.3,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.18（至近端压力 $112.81 仅 5.37 点，止损距离 30.0,
2021-05,SWKS,2021-05-03,152.2073,中性偏弱,中性偏弱,mixed,top,hold,medium,no,-6.03,no,TN,时空状态=中性偏弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$164.56）在当前价$152.21上方8.1%，价格已跌穿黄金棒信号区，多头支,
2021-05,CARR,2021-05-03,40.3828,中性偏弱,强,bullish,none,hold,medium,no,5.64,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.24（至近端压力 $42.40 仅 2.02 点，止损距离 8.45 ,
2021-05,WAT,2021-05-03,301.67,中性偏弱,强,bullish,top,hold,medium,no,6.87,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.31（至近端压力 $316.75 仅 15.08 点，止损距离 47.,
2021-05,QQQ,2021-05-03,325.8907,中性偏弱,中性偏弱,bullish,top,hold,medium,no,-1.16,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.12（至近端压力 $331.21 仅 5.32 点，止损距离 44.2,
2021-06,J,2021-06-01,112.8276,强,强,bullish,none,buy,medium,YES,-6.28,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.16（至压力 $118.4,
2021-06,CARR,2021-06-01,43.5328,强,强,bullish,none,buy,medium,YES,4.31,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.19（至压力 $45.71 仅 2.2 点，止损距离 11.6 点），,
2021-06,WAT,2021-06-01,318.5,强,强,bullish,top,buy,medium,YES,7.11,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.25（至压力 $334.43 仅 15.9 点，止损距离 64.7 点,
2021-06,NUE,2021-06-01,102.3697,中性偏弱,强,bullish,none,hold,medium,no,-7.62,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.09（至近端压力 $107.49 仅 5.12 点，止损距离 58.9,
2021-06,SPY,2021-06-01,390.9575,强,中性偏弱,bullish,none,buy,medium,YES,1.49,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.10（至压力 $400.4,
2021-07,NUE,2021-07-01,89.7267,弱,中性偏弱,bullish,top,hold,medium,no,7.94,YES,FN,时空状态=弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.27（至近端压力 $102.37 仅 12.64 点，止损距离 46.,
2021-07,J,2021-07-01,106.47,弱,中性偏弱,mixed,top,hold,medium,no,1.06,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.25（至近端压力 $113.68 仅 7.21 点，止损距离 29.0,
2021-07,CARR,2021-07-01,45.4164,强,强,bullish,none,buy,medium,YES,13.74,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.17（至压力 $47.69 仅 2.3 点，止损距离 13.5 点），,
2021-07,WAT,2021-07-01,351.18,中性偏弱,强,bullish,none,buy,low,YES,12.97,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.18（至压力 $368.7,
2021-07,QQQ,2021-07-01,344.1064,强,强,bullish,top,buy,medium,YES,3.45,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.28（至压力 $361.31 仅 17.2 点，止损距离 62.4 点,
2021-08,MRNA,2021-08-02,346.61,强,强,bullish,none,buy,medium,YES,6.34,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $233.05 附近,
2021-08,NET,2021-08-02,118.59,强,强,bullish,none,buy,medium,YES,0.61,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $97.80 附近黄,
2021-08,NVDA,2021-08-02,19.6819,中性偏弱,强,bullish,top,hold,medium,no,14.16,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.15（至近端压力 $20.63 仅 0.95 点，止损距离 6.47 ,
2021-08,FTNT,2021-08-02,56.924,强,强,bullish,none,buy,medium,YES,15.79,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $47.95 附近黄,
2021-08,BX,2021-08-02,97.709,强,强,bullish,none,buy,medium,YES,8.37,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $83.13 附近黄金棒确认再入场；风险收益比极差 0.08（至,
2021-09,MRNA,2021-09-01,389.94,中性偏弱,强,bullish,none,buy,low,YES,-6.4,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $318.29 附近黄金棒确认再入场；风险收益比 0.34（近端,
2021-09,NET,2021-09-01,126.86,中性偏弱,强,bullish,none,hold,medium,no,-5.82,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.10（至近端压力 $133.20 仅 6.34 点，止损距离 62.2,
2021-09,DDOG,2021-09-01,135.77,中性偏弱,强,bullish,none,hold,medium,no,2.85,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.14（至近端压力 $142.56 仅 6.79 点，止损距离 47.2,
2021-09,RMD,2021-09-01,276.0689,中性偏弱,强,bullish,none,hold,medium,no,-8.62,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.14（至近端压力 $289.87 仅 13.80 点，止损距离 101,
2021-09,FTNT,2021-09-01,61.694,中性偏弱,强,bullish,none,buy,low,YES,-8.31,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $54.86 附近黄,
2021-10,MRNA,2021-10-01,341.09,极弱,强,mixed,none,buy,low,YES,-6.51,no,FP,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $392.24 附近黄金棒确认再入场；风险收益比 0.51（近端,
2021-10,DDOG,2021-10-01,144.69,中性偏弱,强,bullish,none,hold,medium,no,17.91,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.13（至近端压力 $151.92 仅 7.23 点，止损距离 56.2,
2021-10,NET,2021-10-01,114.98,极弱,中性偏弱,mixed,none,hold,low,no,72.33,YES,FN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.44（至近端压力 $136.97 仅 21.99 点，止损距离 50.,
2021-10,MDB,2021-10-01,474.51,中性偏弱,强,bullish,top,hold,medium,no,10.12,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.26（至近端压力 $514.06 仅 39.55 点，止损距离 149,
2021-10,ZS,2021-10-01,263.16,中性偏弱,强,bullish,none,buy,low,YES,21.39,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.06（至压力 $269.15 仅 6.0 点，止损距离 107.1 点,
2021-11,NET,2021-11-01,194.26,强,强,bullish,none,buy,medium,YES,-2.38,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $139.92 附近黄金棒确认再入场；风险收益比极差 0.11（,
2021-11,MDB,2021-11-01,498.27,中性偏弱,强,bullish,top,hold,medium,no,-3.83,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.24（至近端压力 $514.06 仅 15.79 点，止损距离 66.,
2021-11,DDOG,2021-11-01,165.2,强,强,bullish,none,buy,medium,YES,9.19,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $144.30 附近,
2021-11,MRNA,2021-11-01,337.17,中性偏强,中性偏弱,mixed,none,hold,medium,no,-1.49,no,TN,时空状态=中性偏强 趋势排列=mixed,无Claude分析，仅供参考,
2021-11,U,2021-11-01,148.7,强,强,bullish,top,buy,medium,YES,14.12,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.22（至压力 $155.86 仅 7.2 点，止损距离 32.4 点）,
2021-12,NET,2021-12-01,164.21,中性偏弱,强,mixed,none,hold,medium,no,-31.06,no,TN,时空状态=中性偏弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$184.65）在当前价$164.21上方12.4%，价格已跌穿黄金棒信号区，多头,
2021-12,TSLA,2021-12-01,365.0,中性偏弱,强,bullish,none,buy,low,YES,-1.12,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $316.50 附近黄金棒确认再入场；风险收益比极差 0.25（,
2021-12,DDOG,2021-12-01,164.53,中性偏弱,强,bullish,none,hold,medium,no,-2.24,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.42（至近端压力 $196.56 仅 32.03 点，止损距离 76.,
2021-12,U,2021-12-01,151.68,中性偏弱,强,mixed,none,hold,medium,no,-17.17,no,TN,时空状态=中性偏弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.23（至近端压力 $155.86 仅 4.18 点，止损距离 17.8,
2021-12,MDB,2021-12-01,456.89,极弱,中性偏弱,mixed,none,hold,low,no,2.59,YES,FN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$507.18）在当前价$456.89上方11.0%，价格已跌穿黄金棒信号区，多头,
2022-01,ON,2022-01-03,70.17,强,强,bullish,none,buy,medium,YES,-13.42,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $59.18 附近黄金棒确认再入场；风险收益比极差 0.12（至,
2022-01,F,2022-01-03,16.2189,强,强,bullish,none,buy,medium,YES,-3.1,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $14.21 附近黄,
2022-01,TSLA,2022-01-03,399.9267,强,强,bullish,none,buy,medium,YES,-18.52,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $349.51 附近黄金棒确认再入场；风险收益比极差 0.09（,
2022-01,DLTR,2022-01-03,141.17,中性偏弱,强,bullish,none,hold,medium,no,-6.84,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.43（至近端压力 $146.61 仅 5.44 点，止损距离 12.5,
2022-01,ANET,2022-01-03,35.56,强,强,bullish,none,buy,medium,YES,-13.77,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $31.20 附近黄金棒确认再入场；风险收益比极差 0.09（至,
2022-02,F,2022-02-01,15.4711,极弱,中性偏弱,mixed,none,hold,low,no,-15.53,no,TN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考,
2022-02,DLTR,2022-02-01,134.24,弱,中性偏弱,mixed,none,hold,medium,no,8.26,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；当前价$134.24距关键支撑$132.60仅1.2%，破位风险高，请设好止损,
2022-02,ANET,2022-02-01,31.075,弱,中性偏弱,mixed,none,hold,medium,no,-1.74,no,TN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.38（至近端压力 $36.71 仅 5.64 点，止损距离 14.84,
2022-02,ON,2022-02-01,59.65,弱,中性偏弱,mixed,none,hold,medium,no,5.36,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考,
2022-02,CIEN,2022-02-01,66.14,弱,中性偏弱,mixed,top,hold,medium,no,2.99,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考,
2022-03,HAL,2022-03-01,29.4212,中性偏弱,强,bullish,none,hold,medium,no,11.77,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.14（至近端压力 $30.89 仅 1.47 点，止损距离 10.73,
2022-03,AA,2022-03-01,76.1238,强,强,bullish,none,buy,medium,YES,17.72,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $59.94 附近黄,
2022-03,DVN,2022-03-01,47.9651,强,强,bullish,none,buy,medium,YES,-1.05,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $39.57 附近黄金棒确认再入场；风险收益比极差 0.06（至,
2022-03,EOG,2022-03-01,95.1905,中性偏弱,强,bullish,none,hold,medium,no,2.83,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.16（至近端压力 $99.95 仅 4.76 点，止损距离 29.51,
2022-03,VRTX,2022-03-01,230.69,极弱,强,bullish,none,hold,low,no,14.12,YES,FN,时空状态=极弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.36（至近端压力 $241.31 仅 10.62 点，止损距离 29.,
2022-04,OXY,2022-04-01,54.4542,中性偏弱,强,bullish,none,hold,medium,no,-4.03,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.09（至近端压力 $57.18 仅 2.72 点，止损距离 29.98,
